,test_suite,Unnamed: 1,time,stop_reasons,success,lemma_count,proofs_later_filtered,case_split_root_count,case_split_had_vacuity,total_allocated,max_allocated,file_name,relative_path,total_enodes,error
0,isaplanner,0.0,0.087663173,[],1.0,0.0,0.0,0.0,0.0,68493843.0,1527307.0,goal77.stats.json,isaplanner/goal77.th,1042.0,
1,isaplanner,1.0,0.049430729,[],1.0,0.0,0.0,0.0,0.0,55529579.0,1176249.0,goal61.stats.json,isaplanner/goal61.th,785.0,
2,isaplanner,2.0,0.017542453,[],1.0,0.0,0.0,0.0,0.0,16093927.0,587252.0,goal60.stats.json,isaplanner/goal60.th,190.0,
3,isaplanner,3.0,0.004270809,[],0.0,0.0,0.0,0.0,0.0,6191631.0,434795.0,goal35.stats.json,isaplanner/goal35.th,60.0,
4,isaplanner,4.0,0.414835729,[],1.0,0.0,0.0,0.0,0.0,504151940.0,4235541.0,goal28.stats.json,isaplanner/goal28.th,1680.0,
5,isaplanner,5.0,0.326563647,[],0.0,0.0,0.0,0.0,0.0,399701101.0,3375517.0,goal44.stats.json,isaplanner/goal44.th,1511.0,
6,isaplanner,6.0,0.045828019,[],1.0,0.0,0.0,0.0,0.0,36023327.0,896965.0,goal38.stats.json,isaplanner/goal38.th,576.0,
7,isaplanner,7.0,0.004724616,[],0.0,0.0,0.0,0.0,0.0,6398870.0,436423.0,goal36.stats.json,isaplanner/goal36.th,61.0,
8,isaplanner,8.0,0.024290563,[],1.0,0.0,0.0,0.0,0.0,25943897.0,774315.0,goal14.stats.json,isaplanner/goal14.th,431.0,
9,isaplanner,9.0,0.022183738,[],1.0,0.0,0.0,0.0,0.0,17060948.0,520731.0,goal4.stats.json,isaplanner/goal4.th,212.0,
10,isaplanner,10.0,0.238590112,[],1.0,0.0,0.0,0.0,0.0,231487143.0,3004138.0,goal2.stats.json,isaplanner/goal2.th,2163.0,
11,isaplanner,11.0,0.023582182,[],1.0,0.0,0.0,0.0,0.0,29293514.0,433765.0,goal45.stats.json,isaplanner/goal45.th,92.0,
12,isaplanner,12.0,0.024674017,[],0.0,0.0,0.0,0.0,0.0,25369571.0,738705.0,goal52.stats.json,isaplanner/goal52.th,403.0,
13,isaplanner,13.0,506.208499595,[],1.0,0.0,0.0,0.0,0.0,631944412649.0,470711975.0,goal9.stats.json,isaplanner/goal9.th,93189.0,
14,isaplanner,14.0,43.803056784,[],0.0,0.0,0.0,0.0,0.0,62190250138.0,8784296.0,goal54.stats.json,isaplanner/goal54.th,4910.0,
15,isaplanner,15.0,0.007438534,[],0.0,0.0,0.0,0.0,0.0,8180553.0,462307.0,goal26.stats.json,isaplanner/goal26.th,116.0,
16,isaplanner,16.0,177.958720057,[],0.0,0.0,0.0,0.0,0.0,378944476676.0,166959094.0,goal68.stats.json,isaplanner/goal68.th,4200.0,
17,isaplanner,17.0,0.002511633,[],0.0,0.0,0.0,0.0,0.0,5687737.0,433124.0,goal75.stats.json,isaplanner/goal75.th,109.0,
18,isaplanner,18.0,0.016399939,[],1.0,0.0,0.0,0.0,0.0,15300827.0,708478.0,goal48.stats.json,isaplanner/goal48.th,324.0,
19,isaplanner,19.0,0.014533113,[],1.0,0.0,0.0,0.0,0.0,14081107.0,565287.0,goal51.stats.json,isaplanner/goal51.th,170.0,
20,isaplanner,20.0,0.041430871,[],1.0,0.0,0.0,0.0,0.0,28346019.0,690101.0,goal39.stats.json,isaplanner/goal39.th,335.0,
21,isaplanner,21.0,0.055185981,[],1.0,0.0,0.0,0.0,0.0,72720513.0,527078.0,goal46.stats.json,isaplanner/goal46.th,170.0,
22,isaplanner,22.0,0.019254174,[],1.0,0.0,0.0,0.0,0.0,19226446.0,623636.0,goal62.stats.json,isaplanner/goal62.th,209.0,
23,isaplanner,23.0,0.104010102,[],1.0,0.0,0.0,0.0,0.0,91692870.0,2797199.0,goal29.stats.json,isaplanner/goal29.th,2540.0,
24,isaplanner,24.0,0.018296329,[],1.0,0.0,0.0,0.0,0.0,17923092.0,548453.0,goal1.stats.json,isaplanner/goal1.th,171.0,
25,isaplanner,25.0,0.018334965,[],1.0,0.0,0.0,0.0,0.0,14584054.0,488895.0,goal5.stats.json,isaplanner/goal5.th,189.0,
26,isaplanner,26.0,363.708907603,[],1.0,0.0,0.0,0.0,0.0,446912923029.0,280292402.0,goal6.stats.json,isaplanner/goal6.th,66558.0,
