,time,stop_reasons,proved_count,success,lemma_count,proofs_later_filtered,file_name
64,0.129433625,['Saturated'],1,True,1,0,prop_58.smt20.smt2.stats.json
65,1.097399154,['IterationLimit'],9,False,9,2,prop_68.smt20.smt2.stats.json
66,0.031581352,[],0,True,0,0,prop_34.smt20.smt2.stats.json
67,0.053034776000000006,[],0,True,0,0,prop_09.smt20.smt2.stats.json
68,0.010640524,[],0,True,0,0,prop_84.smt20.smt2.stats.json
69,0.292733304,['IterationLimit'],5,False,5,3,prop_29.smt20.smt2.stats.json
70,0.11015378,"['IterationLimit', 'Saturated']",2,False,2,0,prop_43.smt20.smt2.stats.json
71,1.062590558,[],0,True,0,0,prop_79.smt20.smt2.stats.json
72,72.550777784,['IterationLimit'],7,True,7,1,prop_50.smt20.smt2.stats.json
73,0.548248748,['IterationLimit'],3,True,3,2,prop_69.smt20.smt2.stats.json
74,0.026338618,[],0,True,0,0,prop_33.smt20.smt2.stats.json
75,0.000788171,[],0,True,0,0,prop_13.smt20.smt2.stats.json
76,0.004035465,[],0,True,0,0,prop_10.smt20.smt2.stats.json
77,0.348207005,"['IterationLimit', 'Saturated']",3,False,3,1,prop_60.smt20.smt2.stats.json
