,time,stop_reasons,success,lemma_count,proofs_later_filtered,file_name
62,8.50849958,"['IterationLimit', 'NodeLimit']",False,8,2,prop_81.smt20.smt2.stats.json
63,1.160575824,['IterationLimit'],False,13,0,prop_07.smt20.smt2.stats.json
64,0.464227202,['IterationLimit'],False,7,0,prop_76.smt20.smt2.stats.json
65,0.383061419,"['IterationLimit', 'Saturated']",False,6,0,prop_47.smt20.smt2.stats.json
66,40.236025431,['IterationLimit'],False,14,0,prop_69.smt20.smt2.stats.json
67,0.130098993,['IterationLimit'],False,5,0,prop_37.smt20.smt2.stats.json
68,0.465651409,['IterationLimit'],False,14,0,prop_24.smt20.smt2.stats.json
69,5.097593151,['IterationLimit'],False,15,0,prop_39.smt20.smt2.stats.json
70,0.0035707750000000004,['Saturated'],False,1,0,prop_11.smt20.smt2.stats.json
71,0.30861222,['IterationLimit'],False,14,0,prop_33.smt20.smt2.stats.json
72,1.033091049,['IterationLimit'],False,3,0,prop_82.smt20.smt2.stats.json
73,0.18283422800000002,['IterationLimit'],False,5,0,prop_05.smt20.smt2.stats.json
74,0.254905047,['IterationLimit'],False,7,0,prop_26.smt20.smt2.stats.json
75,3.221936759,"['IterationLimit', 'NodeLimit']",False,3,4,prop_48.smt20.smt2.stats.json
76,0.076609535,['IterationLimit'],False,4,0,prop_10.smt20.smt2.stats.json
77,0.055242775,"['IterationLimit', 'Saturated']",False,3,0,prop_58.smt20.smt2.stats.json
78,1.168009741,['IterationLimit'],False,13,0,prop_09.smt20.smt2.stats.json
79,0.24839786200000002,['IterationLimit'],False,9,0,prop_86.smt20.smt2.stats.json
80,0.22167239400000002,['IterationLimit'],False,1,0,prop_40.smt20.smt2.stats.json
81,0.073137958,"['IterationLimit', 'Saturated']",False,2,0,prop_44.smt20.smt2.stats.json
